dataset;num_classes;arch;attack_type;pruning_rates;;;batch_size;wm_batch_size;;;optim;sched;;;save_file;;method;eps;;cuda;pruning_rate;test_acc;wm_acc;attack_time;;;;
cifar10;10;densenet;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:1;79.65745544433594;91.015625;93.0;0.5640447223797823;31;8821.890387296677
cifar10;10;densenet;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:1;76.12179565429688;86.96915435791016;7.0;0.696403634471771;33;8846.733252763748
cifar10;10;densenet;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:1;78.84615325927734;90.94551086425781;89.0;0.5948013243002769;22;8867.19653081894
cifar10;10;densenet;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:1;77.00320434570312;86.99919891357422;12.0;0.6692101836968691;18;8832.569661617279
cifar10;10;densenet;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:1;79.95793151855469;91.47636413574219;71.0;0.574186676587814;36;8782.21668457985
cifar10;10;densenet;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:1;76.96314239501953;86.50841522216797;6.0;0.6691329383697265;13;8841.375695466995
cifar10;10;densenet;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:1;78.97636413574219;91.15584564208984;36.0;0.5748308992538697;64;9085.960814714432
cifar10;10;densenet;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_densenet_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:1;76.77283477783203;86.99919891357422;9.0;0.6639014245607914;35;9083.529299736023
cifar10;10;resnet18;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:1;81.57051086425781;93.18910217285156;99.0;0.5154750582117301;22;4923.630826950073
cifar10;10;resnet18;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:1;78.59575653076172;89.08253479003906;12.0;0.6194872290660174;10;4981.644826173782
cifar10;10;resnet18;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:1;81.78084564208984;93.21915435791016;97.0;0.5195919344058404;25;4951.512734889984
cifar10;10;resnet18;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:1;77.58413696289062;88.5116195678711;16.0;0.6560246971173164;6;4946.3957695961
cifar10;10;resnet18;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:1;81.73076629638672;93.1690673828125;100.0;0.5250074725884658;20;4939.962036848068
cifar10;10;resnet18;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:1;79.22676086425781;89.69351196289062;15.0;0.6406374932863773;18;4943.98680973053
cifar10;10;resnet18;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:1;82.17147064208984;92.94871520996094;99.0;0.5183969732278433;29;4799.500398874283
cifar10;10;resnet18;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:1;78.7059326171875;89.76361846923828;13.0;0.6607299347718557;21;4797.995136022568
cifar10;10;resnet18;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:1;81.78084564208984;93.33934020996094;94.0;0.5218886765532005;29;4844.674966335297
cifar10;10;resnet18;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:1;78.02484130859375;87.59014129638672;8.0;0.6324294091035159;19;4794.599342823029
cifar10;10;resnet18;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:1;82.55208587646484;93.32933044433594;85.0;0.5190351937825863;33;4809.300750494003
cifar10;10;resnet18;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet18_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:1;78.87620544433594;88.6318130493164;10.0;0.6393269397891485;15;4811.6429698467255
cifar10;10;resnet34;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:1;82.48197174072266;93.45953369140625;97.0;0.5240597946521564;24;6560.216133594513
cifar10;10;resnet34;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:1;79.74759674072266;89.56330108642578;12.0;0.6058551825774021;16;6592.10381937027
cifar10;10;resnet34;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:1;81.90103912353516;93.44951629638672;99.0;0.5173412351272045;18;6577.093322277069
cifar10;10;resnet34;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:1;80.05809020996094;90.25440979003906;12.0;0.6322096983591715;16;6585.269119977951
cifar10;10;resnet34;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:1;82.6121826171875;93.93029022216797;100.0;0.506171665321558;20;6545.751382350922
cifar10;10;resnet34;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:1;79.44711303710938;89.60336303710938;20.0;0.6050456269429281;10;6559.894485712051
cifar10;10;resnet34;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:1;82.34174346923828;94.29086303710938;100.0;0.5218155185381571;12;6653.008063316345
cifar10;10;resnet34;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:1;79.6875;89.84375;11.0;0.5840431388754111;10;6701.063902854919
cifar10;10;resnet34;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:1;82.52203369140625;93.3193130493164;99.0;0.5168123657886798;24;6651.383363485336
cifar10;10;resnet34;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:1;79.2568130493164;88.94230651855469;15.0;0.6334834517194674;9;6615.754674434662
cifar10;10;resnet34;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:1;82.4619369506836;93.93029022216797;89.0;0.5070120430527589;24;6631.4180788993835
cifar10;10;resnet34;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:1;80.29847717285156;89.66345977783203;9.0;0.6019494235515594;11;6721.800963401794
cifar10;10;resnet50;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:1;81.57051086425781;92.49799346923828;93.0;0.4936645111212364;39;9507.570053577423
cifar10;10;resnet50;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.0001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.0001;128;False;True;False;cuda:1;78.9463119506836;89.23277282714844;8.0;0.6256312353488727;26;9536.927861452103
cifar10;10;resnet50;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:1;82.57211303710938;92.8084945678711;97.0;0.5320383394375826;29;9519.835097789764
cifar10;10;resnet50;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.001_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.001;128;False;True;False;cuda:1;78.44551086425781;88.62179565429688;8.0;0.6287180124185024;13;9535.3439245224
cifar10;10;resnet50;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:1;80.13822174072266;92.4178695678711;99.0;0.5491934254383429;13;9521.328637123108
cifar10;10;resnet50;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.01_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.01;128;False;True;False;cuda:1;77.78445434570312;87.56009674072266;9.0;0.6222769106045748;14;9526.568045854568
cifar10;10;resnet50;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:1;81.50040435791016;92.79847717285156;100.0;0.5189238532613485;30;9539.505202054977
cifar10;10;resnet50;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.1;128;False;True;False;cuda:1;78.99639129638672;88.45152282714844;15.0;0.624345872646723;18;9520.559763431549
cifar10;10;resnet50;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:1;81.58052825927734;92.72836303710938;99.0;0.545078246257244;30;9514.592326641083
cifar10;10;resnet50;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.5_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;0.5;128;False;True;False;cuda:1;77.09334564208984;88.35136413574219;8.0;0.638396198168779;12;9515.364486932755
cifar10;10;resnet50;transfer-learning;[0.1];0.0001;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:1;82.16146087646484;92.40785217285156;65.0;0.5275703511941128;27;9495.851533651352
cifar10;10;resnet50;transfer-learning;[0.1];0.01;0.1;64;32;100;100;SGD;CosineAnnealingLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon1_SGD_CosineAnnealingLR_100;save_results_finetuning_frontier.csv;;FrontierStitching;1;128;False;True;False;cuda:1;77.02323913574219;88.11097717285156;14.0;0.6874637534985175;14;9550.97270655632
