dataset;num_classes;arch;attack_type;pruning_rates;;;batch_size;wm_batch_size;;;optim;sched;trg_set_size;;save_file;;method;eps;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;95.27243805;100;0.222718716
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;95.25240326;100;0.205780029
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;95.19230652;100;0.231211424
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;94.921875;100;0.242892742
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;95.03205109;100;0.215678215
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;95.03205109;100;0.1987288
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;95.03205109;100;0.201153994
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;95.03205109;100;0.195266724
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;95.03205109;100;0.218111038
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;95.03205109;100;0.20503068
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;95.02203369;100;0.220056534
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;94.9118576;100;0.230659723
cifar10;10;resnet34;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet34_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;92.55809021;79.19999695;0.236546516
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.1;94.65144348;100;0.269972563
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.2;94.65144348;100;0.213632107
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.3;94.65144348;100;0.241048813
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.4;94.65144348;100;0.240983963
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.5;94.65144348;100;0.242476463
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.6;94.65144348;100;0.233286619
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.7;94.66146088;100;0.234246492
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.8;94.61138153;100;0.265732288
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;20;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_20;save_results_pruning_frontier0.25.csv;;FrontierStitching;0.25;128;False;False;False;cuda:3;0.9;94.27083588;100;0.254074335
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.1;94.31089783;100;0.263736725
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.2;94.31089783;100;0.236130953
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.3;94.31089783;100;0.232711315
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.4;94.31089783;100;0.248461723
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.5;94.31089783;100;0.242815971
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.6;94.31089783;100;0.235506535
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.7;94.31089783;100;0.25643611
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.8;94.31089783;100;0.249993086
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_100;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.9;94.03044891;100;0.248819113
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.1;93.72996521;100;0.262137651
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.2;93.72996521;100;0.233487129
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.3;93.72996521;100;0.221753836
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.4;93.72996521;100;0.241771698
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.5;93.72996521;100;0.240264416
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.6;93.72996521;100;0.219918966
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.7;93.72996521;100;0.240234613
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.8;93.7399826;100;0.262445927
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_frontier_resnet50_SGD_CosineAnnealingLR_augmented_200_size100_epsilon0.25_SGD_CosineAnnealingLR_500;save_results_pruning_frontier_righteps.csv;;FrontierStitching;0.25;128;False;False;False;cuda:1;0.9;92.5881424;96.40000153;0.264148951
