dataset;num_classes;arch;attack_type;pruning_rates;lr;lr_adj;batch_size;wm_batch_size;num_epochs;patience;optim;sched;trg_set_size;loadmodel;save_file;wm_type;method;eps;pattern_size;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.9;98.70793152;78;0.002237558;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.1;99.2287674;100;0.004649401;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.2;99.2287674;100;0.002176046;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.3;99.23878479;100;0.002102137;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.4;99.21875;100;0.004266977;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.5;99.2287674;100;0.002279282;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.6;99.18870544;100;0.002650261;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.7;99.19871521;100;0.002390862;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.8;99.00841522;99;0.002219439;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet3;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet3_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.9;97.40584564;65;0.003149033;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.1;99.24879456;100;0.005745649;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.2;99.24879456;100;0.00238204;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.3;99.24879456;100;0.002617836;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.4;99.24879456;100;0.002584934;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.5;99.23878479;100;0.002277851;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.6;99.28886414;100;0.003048658;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.7;99.26882935;100;0.002612591;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.8;99.16867065;100;0.002554893;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.1_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.1;128;False;False;False;cuda:2;0.9;98.35736847;97;0.004996538;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.1;99.28886414;100;0.005209923;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.2;99.28886414;100;0.002305269;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.3;99.28886414;100;0.002681255;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.4;99.28886414;100;0.002351046;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.5;99.25881195;100;0.00233984;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.6;99.31890869;100;0.002473831;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.7;99.21875;100;0.002452135;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.8;99.14863586;100;0.002482891;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps0.5_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;0.5;128;False;False;False;cuda:2;0.9;97.46594238;81;0.002986193;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.1;99.24879456;100;0.005167723;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.2;99.24879456;100;0.002580881;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.3;99.24879456;100;0.002951145;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.4;99.24879456;100;0.002597809;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.5;99.24879456;100;0.002602577;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.6;99.24879456;100;0.002619982;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.7;99.2087326;100;0.002804995;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.8;99.10857391;99;0.003380775;;;;;;;;;;;;;;;;;;;;;;;;;;;
mnist;10;lenet5;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_embedded_lenet5_100_eps1.0_numbits128size100_SGD_MultiStepLR_100;save_results_attacks_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.9;98.48757935;82;0.003159523mnist;10;simplenet_mnist;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;12;wm_embedded_simplenet_mnist_50_eps1.0_SGD_MultiStepLR_12;save_results_pruning_embedded.csv;;WMEmbeddedSystems;1;128;False;False;False;cuda:2;0.1;99.65945435;100;0.075022936
