dataset;num_classes;arch;attack_type;pruning_rates;lr;batch_size;wm_batch_size;num_epochs;patience;;;;trg_set_size;loadmodel;save_file;wm_type;method;;;;;;cuda;pruning_rate;test_acc;wm_acc;attack_time
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.4;94.07051086;100;0.236546278
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.5;94.07051086;100;0.236838102
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.6;94.07051086;100;0.256253481
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.7;94.07051086;100;0.23355031
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.8;94.10056305;100;0.258216143
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;100;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_100;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.9;93.83013153;100;0.274449348
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.1;93.96033478;100;0.223845482
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.2;93.96033478;100;0.210175514
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.3;93.96033478;100;0.229039192
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.4;93.96033478;100;0.236016035
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.5;93.96033478;100;0.235822201
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.6;93.96033478;100;0.239661694
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.7;93.98036957;100;0.26832819
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.8;94.04046631;100;0.276234627
cifar10;10;resnet50;pruning;[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9];0.1;0.1;64;32;1;20;SGD;MultiStepLR;500;wm_exponential_exponential_new_resnet50_200_SGD_CosineAnnealingLR_500;save_results_pruning_exponential_new_cifar10_resnet50.csv;;ExponentialWeighting;;128;False;False;False;cuda:2;0.9;93.38941956;100;0.255966663
